policy,trip_id,sim_time_s,truck_id,current_node,chosen_mine,chosen_dump,actual_mine,actual_dump,est_duration,actual_duration,est_fuel,cargo_kg,queue_factor
GREEDY_NEAREST,22,1022.9,3,load_zone_23,load_zone_1,dump_zone_2,load_zone_23,dump_zone_22,183.0,100.9,0.5877,1000.0,1.0
GREEDY_NEAREST,21,1030.2,2,load_zone_23,load_zone_1,dump_zone_2,load_zone_23,dump_zone_23,183.0,95.0,0.5877,1000.0,1.0
GREEDY_NEAREST,25,1124.2,3,load_zone_23,load_zone_1,dump_zone_2,load_zone_23,dump_zone_23,183.0,108.4,0.5877,1000.0,1.0
GREEDY_NEAREST,24,1126.1,2,load_zone_23,load_zone_1,dump_zone_2,load_zone_23,dump_zone_22,183.0,103.8,0.5877,1000.0,1.0
GREEDY_NEAREST,26,1168.3,1,load_zone_26,load_zone_1,dump_zone_2,load_zone_26,dump_zone_3,183.0,230.7,0.5877,1000.0,1.0
GREEDY_NEAREST,27,1228.3,2,load_zone_1,load_zone_1,dump_zone_2,load_zone_1,dump_zone_1,183.0,200.3,0.5877,1000.0,1.0
GREEDY_NEAREST,28,1233.8,3,load_zone_2,load_zone_1,dump_zone_2,load_zone_2,dump_zone_2,183.0,201.5,0.5877,1000.0,1.0
GREEDY_NEAREST,31,1398.9,1,load_zone_26,load_zone_1,dump_zone_2,load_zone_26,dump_zone_3,183.0,229.5,0.5877,1000.0,1.0
GREEDY_NEAREST,30,1429.1,2,load_zone_1,load_zone_1,dump_zone_2,load_zone_1,dump_zone_1,183.0,193.2,0.5877,1000.0,1.0
GREEDY_NEAREST,29,1437.5,3,load_zone_1,load_zone_26,load_zone_29,load_zone_1,dump_zone_2,197.4,175.0,0.6311,1000.0,1.0
GREEDY_NEAREST,33,1836.6,3,dump_zone_2,load_zone_2,dump_zone_2,load_zone_26,dump_zone_3,208.4,235.6,0.6764,1000.0,1.0
GREEDY_NEAREST,34,1847.3,1,dump_zone_3,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.0,245.7,0.6298,1000.0,1.0
GREEDY_NEAREST,32,1891.4,2,dump_zone_1,load_zone_26,load_zone_29,load_zone_22,dump_zone_22,197.4,224.2,0.6311,1000.0,1.0
GREEDY_NEAREST,35,1973.3,3,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,231.8,0.6311,1000.0,1.0
GREEDY_NEAREST,36,1982.7,1,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,231.2,0.6311,1000.0,1.0
GREEDY_NEAREST,38,2719.8,2,dump_zone_22,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,239.4,0.6311,1000.0,1.0
GREEDY_NEAREST,37,2750.3,1,dump_zone_3,load_zone_26,load_zone_29,load_zone_22,dump_zone_22,197.0,216.2,0.6298,1000.0,1.0
GREEDY_NEAREST,39,2823.4,3,dump_zone_3,load_zone_26,load_zone_29,load_zone_22,dump_zone_22,197.0,262.6,0.6298,1000.0,1.0
GREEDY_NEAREST,40,3150.8,3,dump_zone_22,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,368.8,0.6311,1000.0,1.0
GREEDY_NEAREST,41,3213.6,2,dump_zone_3,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.0,426.1,0.6298,1000.0,1.0
GREEDY_NEAREST,42,3334.3,3,load_zone_26,load_zone_2,dump_zone_2,load_zone_26,dump_zone_3,208.4,312.6,0.6764,1000.0,1.0
GREEDY_NEAREST,43,3391.5,2,load_zone_26,load_zone_2,dump_zone_2,load_zone_26,dump_zone_3,208.4,320.1,0.6764,1000.0,1.0
GREEDY_NEAREST,44,3646.9,3,load_zone_26,load_zone_2,dump_zone_2,load_zone_26,dump_zone_3,208.4,315.8,0.6764,1000.0,1.0
GREEDY_NEAREST,45,3711.6,2,load_zone_26,load_zone_2,dump_zone_2,load_zone_26,dump_zone_3,208.4,360.3,0.6764,1000.0,1.0
GREEDY_NEAREST,46,3962.7,3,load_zone_26,load_zone_2,dump_zone_2,load_zone_26,dump_zone_3,208.4,322.4,0.6764,1000.0,1.0
GREEDY_NEAREST,47,4071.9,2,load_zone_26,load_zone_2,dump_zone_2,load_zone_26,dump_zone_3,208.4,307.2,0.6764,1000.0,1.0
GREEDY_NEAREST,48,4285.0,3,load_zone_26,load_zone_2,dump_zone_2,load_zone_26,dump_zone_3,208.4,317.0,0.6764,1000.0,1.0
GREEDY_NEAREST,49,4379.1,2,load_zone_26,load_zone_2,dump_zone_2,load_zone_26,dump_zone_3,208.4,322.0,0.6764,1000.0,1.0
GREEDY_NEAREST,50,4601.9,3,load_zone_29,load_zone_2,dump_zone_2,load_zone_29,dump_zone_3,208.4,343.2,0.6764,1000.0,1.0
GREEDY_NEAREST,51,4701.0,2,load_zone_25,load_zone_27,dump_zone_3,load_zone_25,dump_zone_3,319.6,387.6,1.0295,1000.0,1.0
GREEDY_NEAREST,52,4945.2,3,load_zone_29,load_zone_27,dump_zone_3,load_zone_29,dump_zone_3,319.6,345.5,1.0295,1000.0,1.0
GREEDY_NEAREST,53,5088.6,2,load_zone_25,load_zone_27,dump_zone_3,load_zone_25,dump_zone_3,319.6,382.9,1.0295,1000.0,1.0
GREEDY_NEAREST,54,5290.6,3,load_zone_29,load_zone_27,dump_zone_3,load_zone_29,dump_zone_3,319.6,343.2,1.0295,1000.0,1.0
GREEDY_NEAREST,55,5471.5,2,load_zone_25,load_zone_27,dump_zone_3,load_zone_25,dump_zone_3,319.6,379.2,1.0295,1000.0,1.0
GREEDY_NEAREST,56,5634.1,3,load_zone_29,load_zone_27,dump_zone_3,load_zone_29,dump_zone_3,319.6,358.3,1.0295,1000.0,1.0
GREEDY_NEAREST,57,5851.0,2,load_zone_25,load_zone_27,dump_zone_3,load_zone_25,dump_zone_3,319.6,388.9,1.0295,1000.0,1.0
GREEDY_NEAREST,58,5992.3,3,load_zone_29,load_zone_27,dump_zone_3,load_zone_29,dump_zone_3,319.6,343.3,1.0295,1000.0,1.0
GREEDY_NEAREST,59,6239.6,2,load_zone_25,load_zone_27,dump_zone_3,load_zone_25,dump_zone_3,319.6,399.1,1.0295,1000.0,1.0
GREEDY_NEAREST,60,6335.9,3,load_zone_29,load_zone_27,dump_zone_3,load_zone_29,dump_zone_3,319.6,333.9,1.0295,1000.0,1.0
GREEDY_NEAREST,65,6638.8,2,load_zone_25,load_zone_24,dump_zone_3,load_zone_25,dump_zone_3,320.2,1689.2,1.0265,1000.0,1.0
GREEDY_NEAREST,61,6664.3,3,load_zone_29,load_zone_24,dump_zone_3,load_zone_29,dump_zone_3,320.2,329.4,1.0265,1000.0,1.0
GREEDY_NEAREST,62,6998.7,3,load_zone_29,load_zone_24,dump_zone_3,load_zone_29,dump_zone_3,320.2,317.2,1.0265,1000.0,1.0
GREEDY_NEAREST,63,7316.1,3,load_zone_29,load_zone_24,dump_zone_3,load_zone_29,dump_zone_3,320.2,316.2,1.0265,1000.0,1.0
GREEDY_NEAREST,64,7632.3,3,load_zone_29,load_zone_24,dump_zone_3,load_zone_29,dump_zone_3,320.2,323.3,1.0265,1000.0,1.0
GREEDY_NEAREST,67,7955.6,3,load_zone_24,load_zone_24,dump_zone_3,load_zone_24,dump_zone_3,320.2,1054.0,1.0265,1000.0,1.0
GREEDY_NEAREST,66,8327.9,2,load_zone_25,load_zone_24,dump_zone_3,load_zone_25,dump_zone_3,320.2,375.1,1.0265,1000.0,1.0
GREEDY_NEAREST,69,8703.0,2,load_zone_25,load_zone_24,dump_zone_3,load_zone_25,dump_zone_3,320.2,671.1,1.0265,1000.0,1.0
GREEDY_NEAREST,68,9009.4,3,load_zone_24,load_zone_24,dump_zone_3,load_zone_24,dump_zone_3,320.2,319.1,1.0265,1000.0,1.0
GREEDY_NEAREST,70,9329.0,3,load_zone_24,load_zone_24,dump_zone_3,load_zone_24,dump_zone_3,320.2,326.9,1.0265,1000.0,1.0
GREEDY_NEAREST,71,9374.1,2,load_zone_25,load_zone_29,dump_zone_3,load_zone_25,dump_zone_3,333.9,392.1,1.0749,1000.0,1.0
GREEDY_NEAREST,72,9655.7,3,load_zone_24,load_zone_29,dump_zone_3,load_zone_24,dump_zone_3,333.9,318.7,1.0749,1000.0,1.0
GREEDY_NEAREST,73,9766.5,2,load_zone_25,load_zone_29,dump_zone_3,load_zone_25,dump_zone_3,333.9,380.4,1.0749,1000.0,1.0
GREEDY_NEAREST,74,9974.6,3,load_zone_24,load_zone_29,dump_zone_3,load_zone_24,dump_zone_3,333.9,311.2,1.0749,1000.0,1.0
GREEDY_NEAREST,75,10146.8,2,load_zone_24,load_zone_29,dump_zone_3,load_zone_24,dump_zone_3,333.9,307.4,1.0749,1000.0,1.0
GREEDY_NEAREST,76,10285.4,3,load_zone_24,load_zone_29,dump_zone_3,load_zone_24,dump_zone_3,333.9,320.2,1.0749,1000.0,1.0
GREEDY_NEAREST,77,10454.2,2,load_zone_24,load_zone_29,dump_zone_3,load_zone_24,dump_zone_3,333.9,320.9,1.0749,1000.0,1.0
GREEDY_NEAREST,78,10605.6,3,load_zone_24,load_zone_29,dump_zone_3,load_zone_24,dump_zone_3,333.9,321.1,1.0749,1000.0,1.0
GREEDY_NEAREST,79,10774.9,2,load_zone_24,load_zone_29,dump_zone_3,load_zone_24,dump_zone_3,333.9,326.3,1.0749,1000.0,1.0
GREEDY_NEAREST,80,11101.2,2,load_zone_27,load_zone_29,dump_zone_3,load_zone_27,dump_zone_3,333.9,324.4,1.0749,1000.0,1.0
GREEDY_NEAREST,81,11425.7,2,load_zone_27,load_zone_25,dump_zone_3,load_zone_27,dump_zone_3,382.9,314.7,1.2265,1000.0,1.0
GREEDY_NEAREST,84,62787.6,1,dump_zone_22,load_zone_25,dump_zone_3,load_zone_26,dump_zone_3,382.9,268.4,1.2265,1000.0,1.0
GREEDY_NEAREST,82,62804.9,2,dump_zone_3,load_zone_25,dump_zone_3,load_zone_22,dump_zone_22,382.9,222.2,1.2265,1000.0,1.0
GREEDY_NEAREST,83,62823.4,3,dump_zone_3,load_zone_25,dump_zone_3,load_zone_22,dump_zone_23,382.9,223.0,1.2265,1000.0,1.0
GREEDY_NEAREST,85,62883.2,2,load_zone_22,load_zone_25,dump_zone_3,load_zone_22,dump_zone_23,382.9,131.8,1.2265,1000.0,1.0
GREEDY_NEAREST,86,62884.3,3,load_zone_22,load_zone_25,dump_zone_3,load_zone_22,dump_zone_22,382.9,132.8,1.2265,1000.0,1.0
GREEDY_NEAREST,89,62929.6,1,load_zone_26,load_zone_25,dump_zone_3,load_zone_26,dump_zone_3,382.9,245.2,1.2265,1000.0,1.0
GREEDY_NEAREST,87,63013.1,3,load_zone_22,load_zone_25,dump_zone_3,load_zone_22,dump_zone_23,382.9,110.8,1.2265,1000.0,1.0
GREEDY_NEAREST,88,63013.5,2,load_zone_22,load_zone_25,dump_zone_3,load_zone_22,dump_zone_22,382.9,125.9,1.2265,1000.0,1.0
GREEDY_NEAREST,91,63126.5,3,load_zone_22,load_zone_25,dump_zone_3,load_zone_22,dump_zone_22,382.9,114.9,1.2265,1000.0,1.0
GREEDY_NEAREST,90,63140.6,2,load_zone_22,load_zone_22,dump_zone_23,load_zone_22,dump_zone_23,102.4,99.9,0.3318,1000.0,1.0
GREEDY_NEAREST,94,63440.2,1,dump_zone_3,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.0,264.8,0.6298,1000.0,1.0
GREEDY_NEAREST,92,63471.9,3,dump_zone_22,load_zone_22,dump_zone_23,load_zone_22,dump_zone_22,102.1,217.8,0.3309,1000.0,1.0
GREEDY_NEAREST,93,63483.3,2,dump_zone_23,load_zone_22,dump_zone_23,load_zone_22,dump_zone_23,102.7,220.9,0.3327,1000.0,1.0
GREEDY_NEAREST,95,63538.9,3,load_zone_22,load_zone_22,dump_zone_23,load_zone_22,dump_zone_23,102.4,103.0,0.3318,1000.0,1.0
GREEDY_NEAREST,96,63541.8,2,load_zone_22,load_zone_22,dump_zone_23,load_zone_22,dump_zone_22,102.4,111.7,0.3318,1000.0,1.0
GREEDY_NEAREST,97,63585.5,1,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,246.0,0.6311,1000.0,1.0
GREEDY_NEAREST,98,63831.6,1,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,240.0,0.6311,1000.0,1.0
GREEDY_NEAREST,99,64072.7,1,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,241.8,0.6311,1000.0,1.0
GREEDY_NEAREST,100,64314.0,1,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,247.2,0.6311,1000.0,1.0
GREEDY_NEAREST,101,64560.4,1,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,213.2,243.5,0.6816,1000.0,1.08
GREEDY_NEAREST,102,64804.5,1,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,243.6,0.6311,1000.0,1.0
GREEDY_NEAREST,104,65209.7,3,dump_zone_23,load_zone_22,dump_zone_23,load_zone_22,dump_zone_22,110.9,110.7,0.3594,1000.0,1.08
GREEDY_NEAREST,103,65225.7,1,dump_zone_3,load_zone_22,dump_zone_23,load_zone_22,dump_zone_23,110.6,104.3,0.3583,1000.0,1.08
GREEDY_NEAREST,106,65285.1,1,load_zone_22,load_zone_22,dump_zone_23,load_zone_22,dump_zone_22,102.4,116.8,0.3318,1000.0,1.0
GREEDY_NEAREST,105,65287.7,3,load_zone_22,load_zone_22,dump_zone_23,load_zone_22,dump_zone_23,102.4,103.5,0.3318,1000.0,1.0
GREEDY_NEAREST,107,65305.2,2,dump_zone_22,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,265.8,0.6311,1000.0,1.0
GREEDY_NEAREST,108,65393.2,3,load_zone_22,load_zone_22,dump_zone_23,load_zone_22,dump_zone_22,102.4,103.3,0.3318,1000.0,1.0
GREEDY_NEAREST,109,65398.2,1,load_zone_22,load_zone_22,dump_zone_23,load_zone_22,dump_zone_23,102.4,99.0,0.3318,1000.0,1.0
GREEDY_NEAREST,112,65447.4,2,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,244.7,0.6311,1000.0,1.0
GREEDY_NEAREST,111,65498.4,3,load_zone_22,load_zone_22,dump_zone_23,load_zone_22,dump_zone_22,102.4,119.6,0.3318,1000.0,1.0
GREEDY_NEAREST,110,65500.4,1,load_zone_22,load_zone_22,dump_zone_23,load_zone_22,dump_zone_23,102.4,110.6,0.3318,1000.0,1.0
GREEDY_NEAREST,113,65608.5,1,load_zone_22,load_zone_22,dump_zone_23,load_zone_22,dump_zone_22,102.4,102.6,0.3318,1000.0,1.0
GREEDY_NEAREST,114,65614.4,3,load_zone_22,load_zone_22,dump_zone_23,load_zone_22,dump_zone_23,102.4,97.5,0.3318,1000.0,1.0
GREEDY_NEAREST,117,65691.8,2,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,244.2,0.6311,1000.0,1.0
GREEDY_NEAREST,116,65714.0,1,load_zone_23,load_zone_23,dump_zone_22,load_zone_23,dump_zone_23,110.4,117.6,0.3584,1000.0,1.0
GREEDY_NEAREST,115,65715.8,3,load_zone_23,load_zone_23,dump_zone_22,load_zone_23,dump_zone_22,110.4,114.0,0.3584,1000.0,1.0
GREEDY_NEAREST,118,65829.5,3,load_zone_23,load_zone_23,dump_zone_22,load_zone_23,dump_zone_23,110.4,117.4,0.3584,1000.0,1.0
GREEDY_NEAREST,119,65829.7,1,load_zone_23,load_zone_23,dump_zone_22,load_zone_23,dump_zone_22,110.4,119.3,0.3584,1000.0,1.0
GREEDY_NEAREST,124,65936.4,2,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,248.2,0.6311,1000.0,1.0
GREEDY_NEAREST,121,65946.1,3,load_zone_23,load_zone_23,dump_zone_22,load_zone_23,dump_zone_23,110.4,117.0,0.3584,1000.0,1.0
GREEDY_NEAREST,120,65947.4,1,load_zone_23,load_zone_23,dump_zone_22,load_zone_23,dump_zone_22,110.4,110.4,0.3584,1000.0,1.0
GREEDY_NEAREST,122,66057.2,1,load_zone_23,load_zone_23,dump_zone_22,load_zone_23,dump_zone_22,110.4,109.8,0.3584,1000.0,1.0
GREEDY_NEAREST,123,66060.9,3,load_zone_23,load_zone_23,dump_zone_22,load_zone_23,dump_zone_23,110.4,116.3,0.3584,1000.0,1.0
GREEDY_NEAREST,125,66171.4,1,load_zone_23,load_zone_23,dump_zone_22,load_zone_23,dump_zone_22,110.4,122.2,0.3584,1000.0,1.0
GREEDY_NEAREST,126,66180.3,3,load_zone_23,load_zone_23,dump_zone_22,load_zone_23,dump_zone_23,110.4,114.2,0.3584,1000.0,1.0
GREEDY_NEAREST,127,66183.3,2,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,235.9,0.6311,1000.0,1.0
GREEDY_NEAREST,133,66289.3,1,load_zone_1,load_zone_1,dump_zone_2,load_zone_1,dump_zone_1,183.0,647.7,0.5877,1000.0,1.0
GREEDY_NEAREST,128,66290.7,3,load_zone_2,load_zone_2,dump_zone_2,load_zone_2,dump_zone_2,208.4,215.3,0.6764,1000.0,1.0
GREEDY_NEAREST,129,66420.4,2,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,242.5,0.6311,1000.0,1.0
GREEDY_NEAREST,130,66508.4,3,load_zone_1,load_zone_1,dump_zone_2,load_zone_1,dump_zone_2,183.0,191.0,0.5877,1000.0,1.0
GREEDY_NEAREST,132,66663.1,2,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,245.3,0.6311,1000.0,1.0
GREEDY_NEAREST,131,66701.0,3,load_zone_1,load_zone_1,dump_zone_2,load_zone_1,dump_zone_2,183.0,185.1,0.5877,1000.0,1.0
GREEDY_NEAREST,134,66885.3,3,load_zone_1,load_zone_1,dump_zone_2,load_zone_1,dump_zone_1,183.0,193.3,0.5877,1000.0,1.0
GREEDY_NEAREST,136,66907.2,2,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,239.2,0.6311,1000.0,1.0
GREEDY_NEAREST,135,66939.0,1,load_zone_1,load_zone_1,dump_zone_2,load_zone_1,dump_zone_2,183.0,176.6,0.5877,1000.0,1.0
GREEDY_NEAREST,137,67077.7,3,load_zone_1,load_zone_1,dump_zone_2,load_zone_1,dump_zone_1,183.0,192.2,0.5877,1000.0,1.0
GREEDY_NEAREST,138,67118.2,1,load_zone_1,load_zone_1,dump_zone_2,load_zone_1,dump_zone_2,183.0,183.5,0.5877,1000.0,1.0
GREEDY_NEAREST,139,67146.5,2,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,243.1,0.6311,1000.0,1.0
GREEDY_NEAREST,140,67270.1,3,load_zone_1,load_zone_1,dump_zone_2,load_zone_1,dump_zone_1,183.0,190.9,0.5877,1000.0,1.0
GREEDY_NEAREST,141,67301.3,1,load_zone_1,load_zone_1,dump_zone_2,load_zone_1,dump_zone_2,183.0,182.5,0.5877,1000.0,1.0
GREEDY_NEAREST,144,67757.6,3,dump_zone_1,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,260.0,0.6311,1000.0,1.0
GREEDY_NEAREST,142,67782.4,2,dump_zone_3,load_zone_22,dump_zone_23,load_zone_22,dump_zone_22,102.4,217.4,0.3318,1000.0,1.0
GREEDY_NEAREST,143,67813.3,1,dump_zone_2,load_zone_22,dump_zone_23,load_zone_22,dump_zone_23,102.4,225.2,0.3318,1000.0,1.0
GREEDY_NEAREST,145,67854.0,2,load_zone_22,load_zone_22,dump_zone_23,load_zone_22,dump_zone_23,102.4,97.8,0.3318,1000.0,1.0
GREEDY_NEAREST,146,67865.7,1,load_zone_22,load_zone_22,dump_zone_23,load_zone_22,dump_zone_22,102.4,120.2,0.3318,1000.0,1.0
GREEDY_NEAREST,149,67901.7,3,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,244.3,0.6311,1000.0,1.0
GREEDY_NEAREST,147,67954.0,2,load_zone_22,load_zone_22,dump_zone_23,load_zone_22,dump_zone_22,102.4,115.5,0.3318,1000.0,1.0
GREEDY_NEAREST,148,67982.4,1,load_zone_22,load_zone_22,dump_zone_23,load_zone_22,dump_zone_23,102.4,99.2,0.3318,1000.0,1.0
GREEDY_NEAREST,153,68067.7,2,load_zone_22,load_zone_22,dump_zone_23,load_zone_22,dump_zone_22,102.4,313.1,0.3318,1000.0,1.0
GREEDY_NEAREST,150,68085.2,1,load_zone_22,load_zone_22,dump_zone_23,load_zone_22,dump_zone_23,102.4,102.4,0.3318,1000.0,1.0
GREEDY_NEAREST,154,68145.1,3,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,245.1,0.6311,1000.0,1.0
GREEDY_NEAREST,151,68188.3,1,load_zone_22,load_zone_22,dump_zone_23,load_zone_22,dump_zone_23,102.4,97.6,0.3318,1000.0,1.0
GREEDY_NEAREST,152,68284.4,1,load_zone_22,load_zone_22,dump_zone_23,load_zone_22,dump_zone_23,102.4,99.0,0.3318,1000.0,1.0
GREEDY_NEAREST,155,68384.7,2,load_zone_23,load_zone_23,dump_zone_22,load_zone_23,dump_zone_23,110.4,114.9,0.3584,1000.0,1.0
GREEDY_NEAREST,156,68385.0,1,load_zone_23,load_zone_23,dump_zone_22,load_zone_23,dump_zone_22,110.4,129.9,0.3584,1000.0,1.0
GREEDY_NEAREST,157,68390.0,3,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,239.8,0.6311,1000.0,1.0
GREEDY_NEAREST,158,68499.5,2,load_zone_23,load_zone_23,dump_zone_22,load_zone_23,dump_zone_23,110.4,140.2,0.3584,1000.0,1.0
GREEDY_NEAREST,159,68510.4,1,load_zone_23,load_zone_23,dump_zone_22,load_zone_23,dump_zone_22,110.4,128.2,0.3584,1000.0,1.0
GREEDY_NEAREST,164,68630.9,3,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,244.4,0.6311,1000.0,1.0
GREEDY_NEAREST,161,68637.4,2,load_zone_23,load_zone_23,dump_zone_22,load_zone_23,dump_zone_23,110.4,116.3,0.3584,1000.0,1.0
GREEDY_NEAREST,160,68643.0,1,load_zone_23,load_zone_23,dump_zone_22,load_zone_23,dump_zone_22,110.4,108.7,0.3584,1000.0,1.0
GREEDY_NEAREST,163,68747.5,1,load_zone_23,load_zone_23,dump_zone_22,load_zone_23,dump_zone_22,110.4,119.7,0.3584,1000.0,1.0
GREEDY_NEAREST,162,68755.2,2,load_zone_23,load_zone_23,dump_zone_22,load_zone_23,dump_zone_23,110.4,107.5,0.3584,1000.0,1.0
GREEDY_NEAREST,166,68862.6,2,load_zone_23,load_zone_23,dump_zone_22,load_zone_23,dump_zone_22,110.4,109.2,0.3584,1000.0,1.0
GREEDY_NEAREST,165,68866.9,1,load_zone_23,load_zone_23,dump_zone_22,load_zone_23,dump_zone_23,110.4,95.2,0.3584,1000.0,1.0
GREEDY_NEAREST,167,68875.4,3,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,245.8,0.6311,1000.0,1.0
GREEDY_NEAREST,168,69120.4,3,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,244.8,0.6311,1000.0,1.0
GREEDY_NEAREST,169,69615.2,3,dump_zone_3,load_zone_22,dump_zone_23,load_zone_22,dump_zone_22,102.4,99.4,0.3318,1000.0,1.0
GREEDY_NEAREST,170,69680.7,1,dump_zone_23,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,241.1,0.6311,1000.0,1.0
GREEDY_NEAREST,171,69707.1,2,dump_zone_22,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,270.4,0.6311,1000.0,1.0
GREEDY_NEAREST,172,69821.9,1,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,246.2,0.6311,1000.0,1.0
GREEDY_NEAREST,173,69851.0,2,load_zone_26,load_zone_26,load_zone_29,load_zone_26,dump_zone_3,197.4,244.2,0.6311,1000.0,1.0
