trip_id,run_id,truck_id,load_zone,dump_zone,depart_time_s,arrive_load_s,load_complete_s,depart_load_s,arrive_dump_s,unload_complete_s,travel_to_mine_s,load_wait_s,queue_wait_service_s,travel_to_dump_s,unload_wait_s,total_trip_duration_s,cargo_kg,fuel_L,co2_kg
22,1,6,load_zone_1,dump_zone_2,266.83,363.35,366.31,368.31,459.12,461.96,96.52,2.96,0.0,90.8,2.85,195.13,1000.0,0.5982,1.6031
23,1,3,load_zone_1,dump_zone_2,269.9,367.95,371.07,373.07,462.32,465.37,98.05,3.13,0.0,89.24,3.05,195.47,1000.0,0.6736,1.8054
24,1,7,load_zone_1,dump_zone_2,284.93,372.12,374.98,376.98,453.35,468.31,87.19,2.86,0.0,76.37,14.96,183.38,1000.0,0.5067,1.3581
25,1,0,load_zone_1,dump_zone_2,338.11,439.36,442.14,444.14,523.2,526.05,101.25,2.78,0.0,79.06,2.85,187.93,1000.0,0.6061,1.6243
26,1,5,load_zone_1,dump_zone_2,351.77,454.58,458.02,460.02,553.36,556.43,102.81,3.44,0.0,93.35,3.06,204.66,1000.0,0.5295,1.4191
27,1,1,load_zone_1,dump_zone_2,368.97,448.89,460.89,462.89,545.11,559.36,79.92,12.0,9.13,82.21,14.26,190.39,1000.0,0.5517,1.4785
28,1,2,load_zone_1,dump_zone_2,373.28,468.54,471.56,473.56,560.92,563.89,95.26,3.02,0.0,87.35,2.98,190.62,1000.0,0.5268,1.4118
29,1,4,load_zone_1,dump_zone_2,433.0,516.45,519.44,521.44,598.8,602.06,83.44,2.99,0.0,77.36,3.27,169.06,1000.0,0.5953,1.5954
30,1,6,load_zone_1,dump_zone_2,461.96,565.89,568.71,570.71,647.98,650.84,103.92,2.82,0.0,77.27,2.86,188.88,1000.0,0.545,1.4607
31,1,3,load_zone_26,load_zone_29,465.37,598.3,601.43,603.43,675.99,678.86,132.93,3.13,0.0,72.57,2.86,213.49,1000.0,0.6899,1.8489
32,1,7,load_zone_2,dump_zone_2,468.31,587.24,590.24,592.24,678.06,680.97,118.93,2.99,0.0,85.83,2.9,212.65,1000.0,0.7066,1.8938
33,1,0,load_zone_26,load_zone_29,526.05,635.5,638.31,640.31,710.37,713.39,109.46,2.81,0.0,70.05,3.03,187.34,1000.0,0.7308,1.9584
34,1,5,load_zone_26,load_zone_29,556.43,671.47,674.51,676.51,753.45,756.64,115.04,3.04,0.0,76.93,3.2,200.22,1000.0,0.6449,1.7285
35,1,1,load_zone_26,load_zone_29,559.36,669.22,677.58,679.58,764.12,767.35,109.86,8.36,5.29,84.54,3.23,207.99,1000.0,0.6427,1.7223
36,1,2,load_zone_26,load_zone_29,563.89,666.36,680.83,682.83,751.99,770.61,102.46,14.47,11.22,69.17,18.62,206.72,1000.0,0.6198,1.661
37,1,4,load_zone_26,load_zone_29,602.06,712.17,715.0,717.0,803.75,806.62,110.11,2.83,0.0,86.75,2.87,204.56,1000.0,0.6717,1.8002
38,1,6,load_zone_26,load_zone_29,650.84,760.84,763.82,765.82,843.46,846.51,110.0,2.98,0.0,77.64,3.05,195.67,1000.0,0.7199,1.9294
39,1,3,load_zone_26,load_zone_29,678.86,793.27,795.96,797.96,879.63,882.63,114.41,2.69,0.0,81.67,2.99,203.77,1000.0,0.5779,1.5487
40,1,7,load_zone_26,load_zone_29,680.97,783.48,798.91,800.91,873.13,885.76,102.51,15.43,12.48,72.21,12.64,204.8,1000.0,0.5474,1.467
41,1,0,load_zone_26,load_zone_29,713.39,827.26,830.21,832.21,906.87,910.02,113.87,2.95,0.0,74.66,3.15,196.63,1000.0,0.6651,1.7824
42,1,5,load_zone_27,dump_zone_3,756.64,922.44,925.34,927.34,1088.35,1091.31,165.8,2.9,0.0,161.01,2.97,334.67,1000.0,1.0545,2.8261
43,1,1,load_zone_24,dump_zone_3,767.35,924.26,927.27,929.27,1073.97,1094.35,156.91,3.01,0.0,144.7,20.38,327.0,1000.0,1.2849,3.4436
44,1,2,load_zone_24,dump_zone_3,770.61,948.56,951.52,953.52,1101.14,1103.92,177.95,2.96,0.0,147.62,2.78,333.31,1000.0,0.9659,2.5885
45,1,4,load_zone_27,dump_zone_3,806.62,960.18,963.07,965.07,1143.82,1146.72,153.56,2.89,0.0,178.75,2.9,340.1,1000.0,0.8085,2.1667
46,1,6,load_zone_27,dump_zone_3,846.51,994.33,997.25,999.25,1148.42,1151.29,147.83,2.92,0.0,149.17,2.87,304.78,1000.0,1.0198,2.7332
47,1,3,load_zone_27,dump_zone_3,882.63,1011.34,1014.66,1016.66,1160.55,1163.36,128.71,3.32,0.0,143.89,2.81,280.73,1000.0,0.9166,2.4566
48,1,7,load_zone_27,dump_zone_3,885.76,1057.55,1060.37,1062.37,1263.29,1266.23,171.78,2.82,0.0,200.91,2.94,380.47,1000.0,1.0647,2.8534
49,1,0,load_zone_27,dump_zone_3,910.02,1080.51,1083.47,1085.47,1235.63,1269.35,170.49,2.96,0.0,150.15,33.72,359.33,1000.0,1.0743,2.8792
50,1,5,load_zone_27,dump_zone_3,1091.31,1236.58,1239.38,1241.38,1402.65,1405.62,145.27,2.79,0.0,161.28,2.96,314.31,1000.0,1.0021,2.6857
51,1,1,load_zone_27,dump_zone_3,1094.35,1246.9,1249.98,1251.98,1407.76,1410.91,152.56,3.07,0.0,155.78,3.15,316.56,1000.0,1.0456,2.8021
52,1,2,load_zone_27,dump_zone_3,1103.92,1257.91,1260.91,1262.91,1426.63,1429.52,153.99,3.0,0.0,163.72,2.89,325.6,1000.0,1.0621,2.8465
53,1,4,load_zone_27,dump_zone_3,1146.72,1295.33,1298.57,1300.57,1490.89,1493.95,148.61,3.24,0.0,190.32,3.06,347.23,1000.0,0.951,2.5487
54,1,6,load_zone_24,dump_zone_3,1151.29,1292.24,1295.28,1297.28,1470.82,1497.02,140.95,3.04,0.0,173.54,26.2,345.73,1000.0,0.8474,2.2711
55,1,3,load_zone_24,dump_zone_3,1163.36,1329.56,1332.39,1334.39,1498.59,1501.52,166.2,2.83,0.0,164.2,2.93,338.16,1000.0,1.0536,2.8236
56,1,7,load_zone_24,dump_zone_3,1266.23,1421.6,1424.58,1426.58,1581.32,1584.28,155.37,2.98,0.0,154.74,2.96,318.05,1000.0,1.0422,2.793
57,1,0,load_zone_24,dump_zone_3,1269.35,1442.28,1445.25,1447.25,1573.15,1587.31,172.93,2.96,0.0,125.91,14.16,317.96,1000.0,1.0569,2.8324
58,1,5,load_zone_24,dump_zone_3,1405.62,1555.74,1558.78,1560.78,1696.96,1700.22,150.12,3.05,0.0,136.17,3.26,294.6,1000.0,0.869,2.3291
59,1,1,load_zone_24,dump_zone_3,1410.91,1576.32,1579.31,1581.31,1735.59,1738.43,165.41,2.99,0.0,154.28,2.84,327.52,1000.0,0.9922,2.659
60,1,2,load_zone_24,dump_zone_3,1429.52,1600.33,1603.59,1605.59,1771.42,1774.6,170.81,3.26,0.0,165.83,3.18,345.07,1000.0,1.0716,2.8718
61,1,4,load_zone_24,dump_zone_3,1493.95,1670.25,1673.38,1675.38,1839.38,1842.34,176.31,3.12,0.0,164.0,2.96,348.39,1000.0,1.0333,2.7693
62,1,6,load_zone_29,dump_zone_3,1497.02,1649.25,1652.07,1654.07,1833.06,1845.46,152.22,2.82,0.0,178.99,12.4,348.44,1000.0,1.0544,2.8258
63,1,3,load_zone_29,dump_zone_3,1501.52,1677.85,1681.12,1683.12,1858.94,1862.05,176.33,3.27,0.0,175.82,3.11,360.53,1000.0,0.9059,2.4279
64,1,7,load_zone_29,dump_zone_3,1584.28,1744.64,1747.56,1749.56,1899.87,1903.1,160.36,2.92,0.0,150.31,3.23,318.81,1000.0,1.1434,3.0644
65,1,0,load_zone_29,dump_zone_3,1587.31,1739.52,1750.57,1752.57,1904.98,1907.79,152.21,11.05,8.05,152.41,2.82,320.48,1000.0,1.0028,2.6874
66,1,5,load_zone_29,dump_zone_3,1700.22,1865.46,1868.55,1870.55,2051.74,2054.4,165.24,3.09,0.0,181.19,2.66,354.18,1000.0,1.1076,2.9684
67,1,1,load_zone_29,dump_zone_3,1738.43,1900.58,1903.82,1905.82,2077.17,2079.86,162.15,3.24,0.0,171.35,2.69,341.43,1000.0,1.0114,2.7105
68,1,2,load_zone_29,dump_zone_3,1774.6,1943.44,1946.66,1948.66,2093.53,2096.59,168.84,3.22,0.0,144.87,3.06,321.99,1000.0,1.1659,3.1246
69,1,4,load_zone_29,dump_zone_3,1842.34,1996.19,1999.35,2001.35,2178.01,2181.05,153.86,3.16,0.0,176.66,3.03,338.71,1000.0,1.1001,2.9483
70,1,6,load_zone_29,dump_zone_3,1845.46,2010.16,2013.14,2015.14,2169.54,2184.02,164.71,2.98,0.0,154.4,14.48,338.57,1000.0,1.1161,2.9912
71,1,3,load_zone_29,dump_zone_3,1862.05,2036.17,2039.15,2041.15,2192.96,2196.19,174.12,2.98,0.0,151.81,3.22,334.13,1000.0,0.995,2.6665
72,1,7,load_zone_25,dump_zone_3,1903.1,2077.83,2080.95,2082.95,2274.99,2277.99,174.73,3.13,0.0,192.04,3.0,374.89,1000.0,1.3895,3.7239
73,1,0,load_zone_25,dump_zone_3,1907.79,2107.64,2110.73,2112.73,2314.43,2317.78,199.85,3.08,0.0,201.71,3.35,409.99,1000.0,1.2013,3.2196
74,1,5,load_zone_25,dump_zone_3,2054.4,2211.45,2214.38,2216.38,2429.62,2432.63,157.05,2.93,0.0,213.23,3.02,378.23,1000.0,1.3871,3.7175
75,1,1,load_zone_25,dump_zone_3,2079.86,2242.92,2245.68,2247.68,2417.74,2435.51,163.06,2.76,0.0,170.06,17.78,355.65,1000.0,1.2804,3.4315
76,1,2,load_zone_25,dump_zone_3,2096.59,2291.46,2294.25,2296.25,2489.41,2492.06,194.87,2.79,0.0,193.16,2.65,395.47,1000.0,1.2332,3.3049
77,1,4,load_zone_25,dump_zone_3,2181.05,2361.02,2364.12,2366.12,2562.05,2565.07,179.97,3.11,0.0,195.93,3.02,384.02,1000.0,1.3197,3.5369
78,1,6,load_zone_25,dump_zone_3,2184.02,2374.48,2377.38,2379.38,2576.37,2579.35,190.46,2.89,0.0,196.99,2.97,395.32,1000.0,1.2506,3.3517
79,1,3,load_zone_25,dump_zone_3,2196.19,2395.49,2398.57,2400.57,2583.6,2586.56,199.31,3.08,0.0,183.03,2.96,390.37,1000.0,1.2121,3.2484
80,1,7,load_zone_25,dump_zone_3,2277.99,2477.43,2480.24,2482.24,2641.09,2643.87,199.44,2.81,0.0,158.85,2.78,365.87,1000.0,0.9403,2.52
81,1,0,load_zone_25,dump_zone_3,2317.78,2494.66,2497.62,2499.62,2699.93,2702.96,176.88,2.96,0.0,200.31,3.03,385.18,1000.0,1.3601,3.645
82,2,1,load_zone_22,dump_zone_23,11.05,67.56,70.35,72.35,121.46,124.52,56.5,2.79,0.0,49.11,3.06,113.47,1000.0,0.2973,0.7967
83,2,2,load_zone_22,dump_zone_23,13.75,68.85,73.07,75.07,117.79,127.66,55.11,4.22,1.5,42.72,9.87,113.91,1000.0,0.3117,0.8354
84,2,0,load_zone_22,dump_zone_23,25.14,75.96,78.86,80.86,120.34,130.72,50.82,2.9,0.0,39.48,10.39,105.58,1000.0,0.3255,0.8724
85,2,5,load_zone_22,dump_zone_23,29.66,84.14,87.34,89.34,133.76,136.71,54.49,3.2,0.0,44.42,2.95,107.05,1000.0,0.2828,0.7579
86,2,3,load_zone_22,dump_zone_23,37.36,94.98,98.15,100.15,142.17,145.23,57.62,3.17,0.0,42.03,3.06,107.87,1000.0,0.3274,0.8776
87,2,4,load_zone_22,dump_zone_23,38.9,93.47,101.46,103.46,153.37,156.38,54.57,7.99,4.67,49.91,3.01,117.48,1000.0,0.3371,0.9035
88,2,7,load_zone_22,dump_zone_23,43.12,100.78,104.51,106.51,146.76,159.37,57.66,3.72,0.67,40.25,12.62,116.25,1000.0,0.3422,0.9171
89,2,6,load_zone_22,dump_zone_23,52.04,101.59,107.2,109.2,146.88,162.2,49.55,5.61,2.92,37.68,15.33,110.17,1000.0,0.3166,0.8484
90,2,1,load_zone_22,dump_zone_23,124.52,176.37,179.53,181.53,231.39,234.25,51.84,3.17,0.0,49.86,2.86,109.73,1000.0,0.3433,0.9201
91,2,2,load_zone_22,dump_zone_23,127.66,179.02,182.56,184.56,226.75,237.34,51.36,3.54,0.51,42.19,10.59,109.68,1000.0,0.3205,0.8591
92,2,0,load_zone_23,dump_zone_22,130.72,186.16,189.16,191.16,239.48,242.87,55.44,3.0,0.0,48.31,3.39,112.14,1000.0,0.3664,0.9819
93,2,5,load_zone_23,dump_zone_22,136.71,193.66,196.74,198.74,252.3,255.29,56.95,3.09,0.0,53.56,2.99,118.59,1000.0,0.3523,0.9441
94,2,3,load_zone_23,dump_zone_22,145.23,193.13,199.62,201.62,256.62,259.72,47.9,6.48,3.61,55.0,3.1,114.49,1000.0,0.3973,1.0648
95,2,4,load_zone_23,dump_zone_22,156.38,208.96,212.03,214.03,265.98,268.94,52.59,3.07,0.0,51.95,2.95,112.56,1000.0,0.3919,1.0504
96,2,7,load_zone_23,dump_zone_22,159.37,202.98,214.73,216.73,268.48,271.71,43.6,11.76,9.06,51.74,3.24,112.34,1000.0,0.4073,1.0915
97,2,6,load_zone_23,dump_zone_22,162.2,216.95,219.73,221.73,271.84,274.39,54.75,2.77,0.0,50.11,2.56,112.19,1000.0,0.3389,0.9083
98,2,1,load_zone_23,dump_zone_22,234.25,295.23,298.15,300.15,355.17,358.24,60.98,2.92,0.0,55.02,3.07,123.99,1000.0,0.3025,0.8106
99,2,2,load_zone_23,dump_zone_22,237.34,287.22,301.13,303.13,356.73,361.35,49.87,13.92,10.93,53.59,4.63,124.01,1000.0,0.3708,0.9936
100,2,0,load_zone_23,dump_zone_22,242.87,296.69,304.27,306.27,356.51,364.6,53.82,7.58,4.45,50.24,8.09,121.73,1000.0,0.3236,0.8673
101,2,5,load_zone_23,dump_zone_22,255.29,302.76,307.24,309.24,368.09,371.3,47.46,4.48,1.51,58.85,3.21,116.01,1000.0,0.3425,0.918
102,2,3,load_zone_1,dump_zone_2,259.72,367.28,370.32,372.32,453.66,456.89,107.57,3.04,0.0,81.34,3.23,197.18,1000.0,0.5664,1.5179
103,2,4,load_zone_1,dump_zone_2,268.94,358.03,373.39,375.39,452.99,459.66,89.1,15.35,12.29,77.6,6.67,190.72,1000.0,0.6251,1.6753
104,2,7,load_zone_1,dump_zone_2,271.71,363.91,376.03,378.03,465.91,468.79,92.2,12.12,9.48,87.88,2.88,197.08,1000.0,0.4885,1.3093
105,2,6,load_zone_1,dump_zone_2,274.39,364.37,379.0,381.0,463.09,471.75,89.98,14.63,11.66,82.08,8.67,197.36,1000.0,0.5783,1.5498
106,2,1,load_zone_1,dump_zone_2,358.24,456.15,459.26,461.26,535.26,538.36,97.92,3.11,0.0,74.0,3.1,180.12,1000.0,0.6103,1.6355
107,2,2,load_zone_1,dump_zone_2,361.35,461.99,465.3,467.3,549.7,552.69,100.64,3.31,0.0,82.4,2.99,191.33,1000.0,0.5696,1.5265
108,2,0,load_zone_1,dump_zone_2,364.6,455.14,468.11,470.11,543.96,555.55,90.54,12.97,10.16,73.84,11.6,190.95,1000.0,0.5835,1.5638
109,2,5,load_zone_1,dump_zone_2,371.3,470.23,473.11,475.11,555.93,559.07,98.93,2.89,0.0,80.82,3.14,187.77,1000.0,0.6311,1.6914
110,2,3,load_zone_1,dump_zone_2,456.89,552.01,555.09,557.09,633.38,636.41,95.12,3.08,0.0,76.29,3.03,179.52,1000.0,0.5026,1.3468
111,2,4,load_zone_1,dump_zone_2,459.66,555.48,558.35,560.35,642.53,645.55,95.83,2.87,0.0,82.18,3.03,185.9,1000.0,0.5022,1.3458
112,2,7,load_zone_26,load_zone_29,468.79,594.52,597.49,599.49,684.91,687.97,125.73,2.96,0.0,85.42,3.05,219.17,1000.0,0.479,1.2837
113,2,6,load_zone_2,dump_zone_2,471.75,576.46,579.3,581.3,666.17,669.28,104.71,2.84,0.0,84.87,3.11,197.53,1000.0,0.8116,2.175
114,2,1,load_zone_26,load_zone_29,538.36,641.25,644.29,646.29,718.75,722.0,102.9,3.04,0.0,72.47,3.24,183.64,1000.0,0.554,1.4846
115,2,2,load_zone_26,load_zone_29,552.69,668.54,671.29,673.29,762.28,765.09,115.85,2.75,0.0,88.99,2.81,212.4,1000.0,0.6044,1.6197
116,2,0,load_zone_26,load_zone_29,555.55,664.41,674.33,676.33,759.05,767.82,108.86,9.92,6.88,82.72,8.77,212.27,1000.0,0.6636,1.7785
117,2,5,load_zone_26,load_zone_29,559.07,667.41,677.23,679.23,764.82,770.72,108.34,9.82,6.92,85.59,5.9,211.66,1000.0,0.6653,1.7829
118,2,3,load_zone_26,load_zone_29,636.41,756.93,759.68,761.68,842.13,845.21,120.52,2.75,0.0,80.45,3.08,208.81,1000.0,0.5658,1.5164
119,2,4,load_zone_26,load_zone_29,645.55,761.28,764.35,766.35,835.17,848.09,115.73,3.07,0.0,68.82,12.92,202.54,1000.0,0.5502,1.4744
120,2,6,load_zone_26,load_zone_29,669.28,789.36,792.26,794.26,873.44,876.65,120.08,2.91,0.0,79.17,3.22,207.37,1000.0,0.6033,1.6168
121,2,7,load_zone_26,load_zone_29,687.97,801.85,804.75,806.75,886.1,889.17,113.88,2.91,0.0,79.34,3.07,201.2,1000.0,0.5974,1.6011
122,2,1,load_zone_26,load_zone_29,722.0,831.85,834.69,836.69,922.83,925.46,109.85,2.84,0.0,86.14,2.64,203.47,1000.0,0.7328,1.9638
123,2,2,load_zone_27,dump_zone_3,765.09,945.41,948.12,950.12,1107.86,1110.81,180.32,2.71,0.0,157.74,2.95,345.72,1000.0,1.0001,2.6802
124,2,0,load_zone_24,dump_zone_3,767.82,920.19,923.28,925.28,1069.6,1113.89,152.37,3.09,0.0,144.33,44.28,346.07,1000.0,0.8731,2.3399
125,2,5,load_zone_24,dump_zone_3,770.72,934.1,937.12,939.12,1123.58,1126.53,163.37,3.03,0.0,184.46,2.95,355.81,1000.0,1.0119,2.712
126,2,3,load_zone_27,dump_zone_3,845.21,1002.36,1005.38,1007.38,1147.84,1150.78,157.15,3.02,0.0,140.45,2.94,305.57,1000.0,1.2198,3.269
127,2,4,load_zone_24,dump_zone_3,848.09,1000.66,1003.49,1005.49,1185.07,1188.16,152.56,2.83,0.0,179.58,3.09,340.07,1000.0,1.0593,2.8389
128,2,6,load_zone_27,dump_zone_3,876.65,1016.02,1019.2,1021.2,1186.54,1191.11,139.36,3.18,0.0,165.34,4.57,314.46,1000.0,0.8554,2.2923
129,2,7,load_zone_27,dump_zone_3,889.17,1038.73,1041.68,1043.68,1194.93,1197.92,149.56,2.95,0.0,151.26,2.99,308.76,1000.0,0.8539,2.2886
130,2,1,load_zone_27,dump_zone_3,925.46,1055.88,1058.8,1060.8,1230.11,1232.73,130.42,2.92,0.0,169.31,2.62,307.27,1000.0,1.1104,2.9757
131,2,2,load_zone_27,dump_zone_3,1110.81,1263.85,1266.65,1268.65,1422.36,1425.49,153.04,2.8,0.0,153.71,3.13,314.68,1000.0,1.0655,2.8556
132,2,0,load_zone_24,dump_zone_3,1113.89,1298.1,1301.16,1303.16,1466.92,1469.9,184.21,3.06,0.0,163.77,2.97,356.01,1000.0,1.1103,2.9757
133,2,5,load_zone_27,dump_zone_3,1126.53,1283.8,1286.72,1288.72,1468.07,1472.83,157.26,2.92,0.0,179.35,4.76,346.3,1000.0,0.9802,2.627
134,2,3,load_zone_27,dump_zone_3,1150.78,1310.03,1312.96,1314.96,1497.53,1500.46,159.25,2.93,0.0,182.57,2.94,349.68,1000.0,1.0619,2.8459
135,2,4,load_zone_27,dump_zone_3,1188.16,1334.99,1337.65,1339.65,1515.09,1517.97,146.83,2.66,0.0,175.44,2.88,329.81,1000.0,0.949,2.5433
136,2,6,load_zone_27,dump_zone_3,1191.11,1313.08,1340.51,1342.51,1492.97,1520.94,121.97,27.43,24.57,150.46,27.97,329.83,1000.0,1.1441,3.0663
137,2,7,load_zone_24,dump_zone_3,1197.92,1349.61,1352.6,1354.6,1499.97,1524.1,151.69,2.99,0.0,145.37,24.12,326.17,1000.0,0.9263,2.4825
138,2,1,load_zone_24,dump_zone_3,1232.73,1376.18,1379.15,1381.15,1546.67,1549.76,143.45,2.97,0.0,165.52,3.1,317.03,1000.0,1.0251,2.7473
139,2,2,load_zone_24,dump_zone_3,1425.49,1588.89,1591.89,1593.89,1739.21,1742.18,163.4,3.0,0.0,145.32,2.97,316.69,1000.0,0.9017,2.4165
140,2,0,load_zone_24,dump_zone_3,1469.9,1605.27,1608.21,1610.21,1777.34,1780.19,135.37,2.95,0.0,167.13,2.85,310.29,1000.0,1.0166,2.7246
141,2,5,load_zone_24,dump_zone_3,1472.83,1641.51,1644.29,1646.29,1775.82,1783.05,168.68,2.78,0.0,129.53,7.23,310.22,1000.0,1.1765,3.153
142,2,3,load_zone_24,dump_zone_3,1500.46,1658.68,1661.51,1663.51,1831.68,1834.51,158.22,2.83,0.0,168.17,2.83,334.04,1000.0,1.0725,2.8742
143,2,4,load_zone_29,dump_zone_3,1517.97,1679.94,1682.91,1684.91,1858.05,1861.1,161.97,2.97,0.0,173.14,3.04,343.13,1000.0,1.0919,2.9263
144,2,6,load_zone_29,dump_zone_3,1520.94,1692.19,1694.95,1696.95,1873.52,1876.18,171.25,2.76,0.0,176.57,2.66,355.24,1000.0,1.1826,3.1693
145,2,7,load_zone_29,dump_zone_3,1524.1,1700.64,1703.36,1705.36,1857.67,1879.19,176.54,2.72,0.0,152.32,21.52,355.1,1000.0,1.175,3.1489
146,2,1,load_zone_29,dump_zone_3,1549.76,1734.17,1737.11,1739.11,1911.82,1914.69,184.4,2.94,0.0,172.71,2.87,364.93,1000.0,1.0761,2.884
147,2,2,load_zone_29,dump_zone_3,1742.18,1899.54,1902.85,1904.85,2057.24,2060.51,157.36,3.31,0.0,152.39,3.27,318.33,1000.0,1.197,3.208
148,2,0,load_zone_29,dump_zone_3,1780.19,1929.53,1932.63,1934.63,2111.84,2114.9,149.34,3.1,0.0,177.21,3.07,334.71,1000.0,1.2092,3.2407
149,2,5,load_zone_29,dump_zone_3,1783.05,1952.47,1955.56,1957.56,2133.24,2136.29,169.41,3.1,0.0,175.68,3.05,353.24,1000.0,0.8832,2.3669
150,2,3,load_zone_29,dump_zone_3,1834.51,1996.81,1999.62,2001.62,2160.1,2163.35,162.3,2.81,0.0,158.48,3.25,328.84,1000.0,1.2607,3.3788
151,2,4,load_zone_29,dump_zone_3,1861.1,2039.85,2043.05,2045.05,2214.3,2217.3,178.75,3.2,0.0,169.25,3.0,356.2,1000.0,1.0967,2.9392
152,2,6,load_zone_29,dump_zone_3,1876.18,2023.3,2046.06,2048.06,2219.19,2221.99,147.12,22.76,19.75,171.13,2.8,345.81,1000.0,1.0694,2.866
153,2,7,load_zone_25,dump_zone_3,1879.19,2065.03,2068.16,2070.16,2286.32,2289.32,185.84,3.13,0.0,216.16,3.0,410.13,1000.0,1.257,3.3688
154,2,1,load_zone_25,dump_zone_3,1914.69,2102.38,2105.22,2107.22,2293.13,2296.11,187.69,2.84,0.0,185.91,2.98,381.42,1000.0,1.135,3.0418
155,2,2,load_zone_25,dump_zone_3,2060.51,2228.83,2231.89,2233.89,2430.6,2433.33,168.32,3.06,0.0,196.71,2.73,372.82,1000.0,1.2115,3.2467
156,2,0,load_zone_25,dump_zone_3,2114.9,2316.83,2319.98,2321.98,2526.98,2529.98,201.93,3.15,0.0,204.99,3.01,415.08,1000.0,1.1229,3.0093
157,2,5,load_zone_25,dump_zone_3,2136.29,2307.11,2323.04,2325.04,2519.23,2533.18,170.82,15.93,12.88,194.19,13.95,396.88,1000.0,1.3614,3.6486
158,2,3,load_zone_25,dump_zone_3,2163.35,2348.4,2351.35,2353.35,2523.52,2536.21,185.05,2.95,0.0,170.17,12.69,372.86,1000.0,1.2017,3.2206
